user_query,ground_truth
"""Add all tasks in the 'Quality Control' stage to the current sprint.""","[{""tool_name"": ""get_sprint_id"", ""arguments"": []}, {""tool_name"": ""works_list"", ""arguments"": [{""argument_name"": ""type"", ""argument_value"": [""task""]},{""argument_name"": ""stage.name"", ""argument_value"": [""Quality Control""]}]}, {""tool_name"": ""add_work_items_to_sprint"", ""arguments"": [{""argument_name"": ""work_ids"", ""argument_value"": ""$$PREV[1]""}, {""argument_name"": ""sprint_id"", ""argument_value"": ""$$PREV[0]""}]}]"
"""Find and summarize similar tasks to 'TASK-500' in the 'Business Development' part.""","[{""tool_name"": ""get_similar_work_items"", ""arguments"": [{""argument_name"": ""work_id"", ""argument_value"": ""TASK-500""}]}, {""tool_name"": ""works_list"", ""arguments"": [{""argument_name"": ""type"", ""argument_value"": [""task""]},{""argument_name"": ""applies_to_part"", ""argument_value"": [""Business Development""]}]}, {""tool_name"": ""summarize_objects"", ""arguments"": [{""argument_name"": ""objects"", ""argument_value"": ""$$PREV[1]""}]}]"
"Retrieve the ID of the ""Zeta Initiative"" and add all related P2 issues to the next sprint.","[{""tool_name"": ""search_object_by_name"", ""arguments"": [{""argument_name"": ""query"", ""argument_value"": ""Zeta Initiative""}]}, {""tool_name"": ""works_list"", ""arguments"": [{""argument_name"": ""issue.priority"", ""argument_value"": [""p2""]}, {""argument_name"": ""applies_to_part"", ""argument_value"": ""$$PREV[0]""}, {""argument_name"": ""type"", ""argument_value"": [""issue""]}]}, {""tool_name"": ""get_sprint_id"", ""arguments"": []}, {""tool_name"": ""add_work_items_to_sprint"", ""arguments"": [{""argument_name"": ""work_ids"", ""argument_value"": ""$$PREV[1]""}, {""argument_name"": ""sprint_id"", ""argument_value"": ""$$PREV[2]""}]}]"
"Find all p0 priority issues from the ""Customer Engagement"" channel and add them to the next sprint.","[{""tool_name"": ""works_list"", ""arguments"": [{""argument_name"": ""ticket.source_channel"", ""argument_value"": [""Customer Engagement""]}, {""argument_name"": ""issue.priority"", ""argument_value"": [""p0""]}, {""argument_name"": ""type"", ""argument_value"": [""issue""]}]}, {""tool_name"": ""get_sprint_id"", ""arguments"": []}, {""tool_name"": ""add_work_items_to_sprint"", ""arguments"": [{""argument_name"": ""work_ids"", ""argument_value"": ""$$PREV[0]""}, {""argument_name"": ""sprint_id"", ""argument_value"": ""$$PREV[1]""}]}]"
"Find all tasks related to part ""Gamma Project"" in the review stage and add them to the next sprint.","[{""tool_name"": ""works_list"", ""arguments"": [{""argument_name"": ""applies_to_part"", ""argument_value"": [""Gamma Project""]}, {""argument_name"": ""type"", ""argument_value"": [""task""]}, {""argument_name"": ""stage.name"", ""argument_value"": [""review""]}, {""argument_name"": ""type"", ""argument_value"": [""task""]}]}, {""tool_name"": ""get_sprint_id"", ""arguments"": []}, {""tool_name"": ""add_work_items_to_sprint"", ""arguments"": [{""argument_name"": ""work_ids"", ""argument_value"": ""$$PREV[0]""}, {""argument_name"": ""sprint_id"", ""argument_value"": ""$$PREV[1]""}]}]"
Find all blocker tickets in the 'testing' stage from User321 and add them to the current sprint.,"[{""tool_name"": ""works_list"", ""arguments"": [{""argument_name"": ""type"", ""argument_value"": [""ticket""]}, {""argument_name"": ""ticket.severity"", ""argument_value"": [""blocker""]}, {""argument_name"": ""stage.name"", ""argument_value"": [""testing""]}, {""argument_name"": ""owned_by"", ""argument_value"": [""User321""]}]}, {""tool_name"": ""get_sprint_id"", ""arguments"": []}, {""tool_name"": ""add_work_items_to_sprint"", ""arguments"": [{""argument_name"": ""work_ids"", ""argument_value"": ""PREV[0]""}, {""argument_name"": ""sprint_id"", ""argument_value"": ""PREV[1]""}]}]"
"Retrieve the ID of the ""Nu Ventures"" project and add related p0 priority issues to the current sprint.","[{""tool_name"": ""search_object_by_name"", ""arguments"": [{""argument_name"": ""query"", ""argument_value"": ""Nu Ventures""}]}, {""tool_name"": ""works_list"", ""arguments"": [{""argument_name"": ""issue.priority"", ""argument_value"": [""p0""]}, {""argument_name"": ""applies_to_part"", ""argument_value"": ""$$PREV[0]""}, {""argument_name"": ""type"", ""argument_value"": [""issue""]}]}, {""tool_name"": ""get_sprint_id"", ""arguments"": []}, {""tool_name"": ""add_work_items_to_sprint"", ""arguments"": [{""argument_name"": ""work_ids"", ""argument_value"": ""$$PREV[1]""}, {""argument_name"": ""sprint_id"", ""argument_value"": ""$$PREV[2]""}]}]"
"""Prioritize all medium severity tickets in the part 'DataAnalytics', add them to the current sprint.""","[{""tool_name"": ""get_sprint_id"", ""arguments"": []}, {""tool_name"": ""works_list"", ""arguments"": [{""argument_name"": ""ticket.severity"", ""argument_value"": [""medium""]}, {""argument_name"": ""type"", ""argument_value"": [""ticket""]}, {""argument_name"": ""applies_to_part"", ""argument_value"": [""DataAnalytics""]}]}, {""tool_name"": ""add_work_items_to_sprint"", ""arguments"": [{""argument_name"": ""work_ids"", ""argument_value"": ""$$PREV[1]""}, {""argument_name"": ""sprint_id"", ""argument_value"": ""$$PREV[0]""}]}]"
"Retrieve the ID of the ""Kappa Project"" and add all related p2 priority issues to the current sprint.","[{""tool_name"": ""search_object_by_name"", ""arguments"": [{""argument_name"": ""query"", ""argument_value"": ""Kappa Project""}]}, {""tool_name"": ""works_list"", ""arguments"": [{""argument_name"": ""issue.priority"", ""argument_value"": [""p2""]}, {""argument_name"": ""applies_to_part"", ""argument_value"": ""$$PREV[0]""}, {""argument_name"": ""type"", ""argument_value"": [""issue""]}]}, {""tool_name"": ""get_sprint_id"", ""arguments"": []}, {""tool_name"": ""add_work_items_to_sprint"", ""arguments"": [{""argument_name"": ""work_ids"", ""argument_value"": ""$$PREV[1]""}, {""argument_name"": ""sprint_id"", ""argument_value"": ""$$PREV[2]""}]}]"
"""Add all 'p2' priority issues in 'Application Development' to the current sprint.""","[{""tool_name"": ""get_sprint_id"", ""arguments"": []}, {""tool_name"": ""works_list"", ""arguments"": [{""argument_name"": ""type"", ""argument_value"": [""issue""]},{""argument_name"": ""issue.priority"", ""argument_value"": [""p2""]}, {""argument_name"": ""applies_to_part"", ""argument_value"": [""Application Development""]}]}, {""tool_name"": ""add_work_items_to_sprint"", ""arguments"": [{""argument_name"": ""work_ids"", ""argument_value"": ""$$PREV[1]""}, {""argument_name"": ""sprint_id"", ""argument_value"": ""$$PREV[0]""}]}]"
"""Identify tasks similar to 'TASK-001' in the 'Operations' part and summarize them.""","[{""tool_name"": ""get_similar_work_items"", ""arguments"": [{""argument_name"": ""work_id"", ""argument_value"": ""TASK-001""}]}, {""tool_name"": ""works_list"", ""arguments"": [{""argument_name"": ""type"", ""argument_value"": [""task""]},{""argument_name"": ""applies_to_part"", ""argument_value"": [""Operations""]}]}, {""tool_name"": ""summarize_objects"", ""arguments"": [{""argument_name"": ""objects"", ""argument_value"": ""$$PREV[1]""}]}]"
"""Locate and add all medium severity tickets from the part 'CloudServices' to the current sprint.""","[{""tool_name"": ""get_sprint_id"", ""arguments"": []}, {""tool_name"": ""works_list"", ""arguments"": [{""argument_name"": ""ticket.severity"", ""argument_value"": [""medium""]}, {""argument_name"": ""applies_to_part"", ""argument_value"": [""CloudServices""]}, {""argument_name"": ""type"", ""argument_value"": [""ticket""]}]}, {""tool_name"": ""add_work_items_to_sprint"", ""arguments"": [{""argument_name"": ""work_ids"", ""argument_value"": ""$$PREV[1]""}, {""argument_name"": ""sprint_id"", ""argument_value"": ""$$PREV[0]""}]}]"
"""List and prioritize the tasks similar to 'TASK-200' in the 'Logistics' part.""","[{""tool_name"": ""get_similar_work_items"", ""arguments"": [{""argument_name"": ""work_id"", ""argument_value"": ""TASK-200""}]}, {""tool_name"": ""works_list"", ""arguments"": [{""argument_name"": ""type"", ""argument_value"": [""task""]},{""argument_name"": ""applies_to_part"", ""argument_value"": [""Logistics""]}]}, {""tool_name"": ""prioritize_objects"", ""arguments"": [{""argument_name"": ""objects"", ""argument_value"": ""$$PREV[1]""}]}]"
Find all high priority tickets from email channel for Rev Org OPQ and add them to Sprint234.,"[{""tool_name"": ""works_list"", ""arguments"": [{""argument_name"": ""type"", ""argument_value"": [""ticket""]}, {""argument_name"": ""ticket.severity"", ""argument_value"": [""high""]}, {""argument_name"": ""ticket.source_channel"", ""argument_value"": [""email""]}, {""argument_name"": ""ticket.rev_org"", ""argument_value"": [""OPQ""]}]}, {""tool_name"": ""get_sprint_id"", ""arguments"": []}, {""tool_name"": ""add_work_items_to_sprint"", ""arguments"": [{""argument_name"": ""work_ids"", ""argument_value"": ""$$PREV[0]""}, {""argument_name"": ""sprint_id"", ""argument_value"": ""Sprint234""}]}]"
"""Retrieve all low severity tickets from the part 'TechSupport', add them to the current sprint.""","[{""tool_name"": ""get_sprint_id"", ""arguments"": []}, {""tool_name"": ""works_list"", ""arguments"": [{""argument_name"": ""ticket.severity"", ""argument_value"": [""low""]}, {""argument_name"": ""type"", ""argument_value"": [""ticket""]}, {""argument_name"": ""applies_to_part"", ""argument_value"": [""TechSupport""]}]}, {""tool_name"": ""add_work_items_to_sprint"", ""arguments"": [{""argument_name"": ""work_ids"", ""argument_value"": ""$$PREV[1]""}, {""argument_name"": ""sprint_id"", ""argument_value"": ""$$PREV[0]""}]}]"
Add all blocker severity tickets to the current sprint.,"[ { ""tool_name"": ""get_sprint_id"", ""arguments"": [] }, { ""tool_name"": ""works_list"", ""arguments"": [ { ""argument_name"": ""ticket.severity"", ""argument_value"": [""blocker""] } , {""argument_name"": ""type"", ""argument_value"": [""ticket""]}] }, { ""tool_name"": ""add_work_items_to_sprint"", ""arguments"": [ { ""argument_name"": ""work_ids"", ""argument_value"": ""$$PREV[1]"" }, { ""argument_name"": ""sprint_id"", ""argument_value"": ""$$PREV[0]"" } ] } ]"
"""Add all 'p3' priority issues in 'Digital Marketing' part to the current sprint.""","[{""tool_name"": ""get_sprint_id"", ""arguments"": []}, {""tool_name"": ""works_list"", ""arguments"": [{""argument_name"": ""type"", ""argument_value"": [""issue""]},{""argument_name"": ""issue.priority"", ""argument_value"": [""p3""]}, {""argument_name"": ""applies_to_part"", ""argument_value"": [""Digital Marketing""]}]}, {""tool_name"": ""add_work_items_to_sprint"", ""arguments"": [{""argument_name"": ""work_ids"", ""argument_value"": ""$$PREV[1]""}, {""argument_name"": ""sprint_id"", ""argument_value"": ""$$PREV[0]""}]}]"
"""Identify tickets in the part 'PostLaunchSupport' with high severity, prioritize them for the current sprint.""","[{""tool_name"": ""get_sprint_id"", ""arguments"": []}, {""tool_name"": ""works_list"", ""arguments"": [{""argument_name"": ""ticket.severity"", ""argument_value"": [""high""]}, {""argument_name"": ""applies_to_part"", ""argument_value"": [""PostLaunchSupport""]}, {""argument_name"": ""type"", ""argument_value"": [""ticket""]}]}, {""tool_name"": ""add_work_items_to_sprint"", ""arguments"": [{""argument_name"": ""work_ids"", ""argument_value"": ""$$PREV[1]""}, {""argument_name"": ""sprint_id"", ""argument_value"": ""$$PREV[0]""}]}]"
List all p0 issues in the 'QA' stage for Part999 and add them to Sprint789.,"[{""tool_name"": ""works_list"", ""arguments"": [{""argument_name"": ""type"", ""argument_value"": [""issue""]}, {""argument_name"": ""issue.priority"", ""argument_value"": [""p0""]}, {""argument_name"": ""stage.name"", ""argument_value"": [""QA""]}, {""argument_name"": ""applies_to_part"", ""argument_value"": [""Part999""]}]}, {""tool_name"": ""get_sprint_id"", ""arguments"": []}, {""tool_name"": ""add_work_items_to_sprint"", ""arguments"": [{""argument_name"": ""work_ids"", ""argument_value"": ""$$PREV[0]""}, {""argument_name"": ""sprint_id"", ""argument_value"": ""Sprint789""}]}]"
"Retrieve the ID of the ""Venus Venture"" and add all related p2 priority issues to the current sprint.","[{""tool_name"": ""search_object_by_name"", ""arguments"": [{""argument_name"": ""query"", ""argument_value"": ""Venus Venture""}]}, {""tool_name"": ""works_list"", ""arguments"": [{""argument_name"": ""issue.priority"", ""argument_value"": [""p2""]}, {""argument_name"": ""applies_to_part"", ""argument_value"": ""$$PREV[0]""}, {""argument_name"": ""type"", ""argument_value"": [""issue""]}]}, {""tool_name"": ""get_sprint_id"", ""arguments"": []}, {""tool_name"": ""add_work_items_to_sprint"", ""arguments"": [{""argument_name"": ""work_ids"", ""argument_value"": ""$$PREV[1]""}, {""argument_name"": ""sprint_id"", ""argument_value"": ""$$PREV[2]""}]}]"
"""Retrieve all low severity tickets from 'CustomerService' part, prioritize for current sprint.""","[{""tool_name"": ""get_sprint_id"", ""arguments"": []}, {""tool_name"": ""works_list"", ""arguments"": [{""argument_name"": ""ticket.severity"", ""argument_value"": [""low""]}, {""argument_name"": ""applies_to_part"", ""argument_value"": [""CustomerService""]}, {""argument_name"": ""type"", ""argument_value"": [""ticket""]}]}, {""tool_name"": ""add_work_items_to_sprint"", ""arguments"": [{""argument_name"": ""work_ids"", ""argument_value"": ""$$PREV[1]""}, {""argument_name"": ""sprint_id"", ""argument_value"": ""$$PREV[0]""}]}]"
"""Find similar tasks to 'TASK-600' in 'Product Management' part.""","[{""tool_name"": ""get_similar_work_items"", ""arguments"": [{""argument_name"": ""work_id"", ""argument_value"": ""TASK-600""}]}, {""tool_name"": ""works_list"", ""arguments"": [{""argument_name"": ""type"", ""argument_value"": [""task""]},{""argument_name"": ""applies_to_part"", ""argument_value"": [""Product Management""]}]}, {""tool_name"": ""summarize_objects"", ""arguments"": [{""argument_name"": ""objects"", ""argument_value"": ""$$PREV[1]""}]}]"
"""Find similar issues to 'TASK-789' work item within the 'Customer Support' part and summarize them.""","[{""tool_name"": ""get_similar_work_items"", ""arguments"": [{""argument_name"": ""work_id"", ""argument_value"": ""TASK-789""}]}, {""tool_name"": ""works_list"", ""arguments"": [{""argument_name"": ""type"", ""argument_value"": [""issue""]},{""argument_name"": ""applies_to_part"", ""argument_value"": [""Customer Support""]}]}, {""tool_name"": ""summarize_objects"", ""arguments"": [{""argument_name"": ""objects"", ""argument_value"": ""$$PREV[1]""}]}]"
"""Find similar tasks to 'TASK-700' in the part 'Corporate Strategy' and summarize them.""","[{""tool_name"": ""get_similar_work_items"", ""arguments"": [{""argument_name"": ""work_id"", ""argument_value"": ""TASK-700""}]}, {""tool_name"": ""works_list"", ""arguments"": [{""argument_name"": ""type"", ""argument_value"": [""task""]},{""argument_name"": ""applies_to_part"", ""argument_value"": [""Corporate Strategy""]}]}, {""tool_name"": ""summarize_objects"", ""arguments"": [{""argument_name"": ""objects"", ""argument_value"": ""$$PREV[1]""}]}]"
